Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,1.23E+09,1605452,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,5.04E+08,664801,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,72467241,84851,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Mexico,N/A,607,2,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,47360609,59131,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.31E+08,175773,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,4533157,9271,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,53541468,55643,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,7.29E+08,891326,Volume in cubic metres
2022-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Kansas,12108887,16346,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Kansas,1.15E+08,184893,Volume in cubic metres
2022-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,5.08E+09,6389725,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,New York,19356948,26755,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,New York,54386324,91862,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,103903,163,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,40134941,71083,Volume in cubic metres
2022-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,8.84E+08,1379698,Volume in cubic metres
2022-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.60E+08,470613,Volume in cubic metres
2023-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.46E+08,468853,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,40822176,69406,Volume in cubic metres
2022-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.49E+09,7688853,Volume in cubic metres
2022-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Dominican Republic,N/A,14,0,Volume in cubic metres
2023-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,6.21E+08,1323671,Volume in cubic metres
2023-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,92667918,215570,Volume in cubic metres
2023-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,6.43E+08,1128704,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,1.21E+08,173307,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,5.63E+08,981994,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,22005704,49223,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,71055149,102020,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,90728309,208137,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.21E+09,8200487,Volume in cubic metres
2023-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,72070084,121040,Volume in cubic metres
2023-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.72E+08,255633,Volume in cubic metres
2023-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.74E+08,494577,Volume in cubic metres
2023-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,7.41E+08,1208513,Volume in cubic metres
2023-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,8.95E+08,1567753,Volume in cubic metres
2023-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,59677866,88745,Volume in cubic metres
2023-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,65253869,101587,Volume in cubic metres
2023-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,5736120,7492,Volume in cubic metres
2023-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.00E+08,460688,Volume in cubic metres
2023-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Spain,N/A,82935310,106470,Volume in cubic metres
2023-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,119361,222,Volume in cubic metres
2023-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,9.96E+08,1694007,Volume in cubic metres
2024-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,54580818,114442,Volume in cubic metres
2024-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.06E+08,428625,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.62E+08,539836,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,7486435,15845,Volume in cubic metres
2024-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,16115994,28751,Volume in cubic metres
2024-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,8.37E+08,1561655,Volume in cubic metres
2024-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,60719694,122005,Volume in cubic metres
2024-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,96706498,156599,Volume in cubic metres
2024-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,29732006,62224,Volume in cubic metres
2024-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.46E+08,596115,Volume in cubic metres
2024-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,216296,336,Volume in cubic metres
2024-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,61156667,86803,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,8.85E+08,1483959,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Germany,N/A,82100133,116004,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.07E+08,185659,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,4.90E+08,797230,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,District of Columbia,5644659,9988,Volume in cubic metres
2024-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,39693995,61992,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.26E+09,7037352,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United Kingdom,N/A,68779868,101702,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,59592031,94965,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,31556167,54043,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,70977349,106521,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,3.25E+08,519791,Volume in cubic metres
2024-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,43187123,82652,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,9.06E+08,1690380,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,42434740,82307,Volume in cubic metres
2024-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,1.57E+08,272043,Volume in cubic metres
2024-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.51E+08,296201,Volume in cubic metres
2024-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,3.92E+09,6935760,Volume in cubic metres
2024-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,7.63E+08,1343248,Volume in cubic metres
2024-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,17260313,33299,Volume in cubic metres
2025-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,9.11E+08,1383951,Volume in cubic metres
2025-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Hong Kong,N/A,1.15E+08,181246,Volume in cubic metres
2025-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.12E+09,6952919,Volume in cubic metres
2025-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,303910,537,Volume in cubic metres
2025-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,167801,319,Volume in cubic metres
2025-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,District of Columbia,21446074,39931,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.84E+08,776025,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,1.48E+08,255355,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,6.36E+08,1407631,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,3891013,7381,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,65590337,137660,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,1.97E+08,357259,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,48710653,87920,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,116203,227,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,2.89E+08,518586,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.03E+08,183892,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,1.55E+08,271873,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,3.96E+09,7435571,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,1.86E+08,379116,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,26525134,56169,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.80E+08,309630,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,29474,58,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,117414,254,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,20192474,42112,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.11E+08,436274,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,127956,292,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.79E+08,418565,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,53906638,89105,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,4.10E+08,904001,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,43325813,93316,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,20636815,43272,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Germany,N/A,1.92E+08,233711,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,73634795,181076,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.76E+08,618904,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,7530914,18280,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,18615996,36153,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,1.17E+09,1829386,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,57531724,93153,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,4.42E+08,804636,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,26089785,45233,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,225908,300,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,6608084,12259,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,1.86E+08,285026,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,47896548,54453,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,5.45E+09,7784835,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,6.95E+08,884634,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,7.68E+08,1611995,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,73167009,88635,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,1.16E+09,1681843,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,77947373,90623,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,3.45E+08,410323,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,3.48E+08,765450,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,2.72E+09,5525791,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,58180899,126691,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,41714658,71296,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.05E+08,621289,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.02E+08,435889,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.04E+08,598781,Volume in cubic metres
2021-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,88167487,141984,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,6.18E+08,1180090,Volume in cubic metres
2021-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,7.55E+08,1348989,Volume in cubic metres
2021-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,1.13E+08,179848,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,2.35E+08,396685,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.66E+08,698033,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,81130892,126294,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,4.41E+08,951756,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,82493396,174988,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.19E+08,416277,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.75E+08,354761,Volume in cubic metres
2022-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,1.11E+09,1703307,Volume in cubic metres
2022-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,70743272,95555,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,59096320,79183,Volume in cubic metres
2022-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,61667086,111384,Volume in cubic metres
2022-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,5.14E+08,786387,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Kansas,88619,238,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,1.24E+08,149587,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,4278059,11919,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Spain,N/A,1.75E+08,204040,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.45E+08,171173,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.29E+08,174900,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,6.86E+08,897345,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United Kingdom,N/A,1.04E+08,107265,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,1.31E+09,1584835,Volume in cubic metres
